Identificador único del municipio,Clave de entidad federativa,Entidad federativa,Clave de municipio o delegación,Municipio o delegación,Estimador_x,Porcentaje de población de 20 años y más con obesidad.,Porcentaje de población de 20 años y más con diagnóstico previo de hipertensión.,Porcentaje de población de 20 años y más con diagnóstico previo de diabetes.,Municipio,Estimador_y,Ingreso Corriente Promedio Trimestral por Hogar 2020,Codigo,Total,municipio,entidad,Big,Medium,Small,Total_Pharmacies,Pharmacy_Density_per_100k,CVEGEO,Big_Pharmacy_Ratio,Medium_Pharmacy_Ratio,Total_Trimestral_Income,Income_per_Big_Pharmacy
30051,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,51.0,Coyutla,Valor,31.398753619520285,20.392365442985504,11.646154699225121,COYUTLA,Valor,24578.313185633,30 051,23096,COYUTLA,VERACRUZ DE IGNACIO DE LA LLAVE,4.0,7.0,7.0,18.0,77.93557325943885,30.051.0,17.319016279875303,30.308278489781777,567660721.3353797,1419.1518033384493
15050,15.0,MÉXICO,50.0,Juchitepec,Valor,35.71482406864469,15.786935067166587,9.48215307783944,JUCHITEPEC,Valor,36592.2084995627,15 050,27116,JUCHITEPEC,MÉXICO,7.0,10.0,14.0,31.0,114.32364655553917,15.050.0,25.815016964154005,36.87859566307715,992234325.6741422,1417.4776081059176
05026,5.0,COAHUILA DE ZARAGOZA,26.0,Progreso,Valor,40.28490707110703,22.10898377231611,11.692614606672937,PROGRESO,Valor,43758.65834943,05 026,3239,PROGRESO,COAHUILA DE ZARAGOZA,1.0,0.0,0.0,1.0,30.873726458783576,5.026.0,30.873726458783576,0.0,141734294.39380378,1417.3429439380377
31040,31.0,YUCATÁN,40.0,Izamal,Valor,42.45682320333123,20.322244983140514,10.199262196292702,IZAMAL,Valor,34710.9532719673,31 040,28555,IZAMAL,YUCATÁN,7.0,2.0,4.0,13.0,45.526177552092456,31.040.0,24.514095604972862,7.004027315706531,991171270.6810262,1415.9589581157518
21017,21.0,PUEBLA,17.0,Atempan,Valor,27.53120497643078,13.260768137576013,7.166812945340863,ATEMPAN,Valor,28452.3610655274,21 017,29742,ATEMPAN,PUEBLA,6.0,4.0,4.0,14.0,47.07148140676484,21.017.0,20.173492031470648,13.448994687647097,846230122.810916,1410.3835380181933
14036,14.0,JALISCO,36.0,Etzatlán,Valor,32.30533100919587,17.533224884076233,7.359679807437543,ETZATLÁN,Valor,42268.7236454824,14 036,20011,ETZATLÁN,JALISCO,6.0,6.0,2.0,14.0,69.96152116336015,14.036.0,29.983509070011493,29.983509070011493,845839428.8697484,1409.7323814495805
30198,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,198.0,Zacualpan,Valor,31.019976577280744,23.358019957493433,10.800814945791357,ZACUALPAN,Valor,20767.2221364819,30 198,6788,ZACUALPAN,VERACRUZ DE IGNACIO DE LA LLAVE,1.0,1.0,0.0,2.0,29.463759575721863,30.0198.0,14.731879787860931,14.731879787860931,140967903.86243916,1409.6790386243915
07071,7.0,CHIAPAS,71.0,Villa Comaltitlán,Valor,29.686081119827328,16.676243173296374,8.551419431628327,VILLA COMALTITLÁN,Valor,27836.9032642733,07 071,30297,VILLA COMALTITLÁN,CHIAPAS,6.0,4.0,7.0,17.0,56.11116612205829,7.071.0,19.803940984255867,13.202627322837245,843374658.1976882,1405.6244303294804
23008,23.0,QUINTANA ROO,8.0,Solidaridad,Valor,56.22052990595352,11.76059224397216,8.040687561178634,SOLIDARIDAD,Valor,45863.4939681825,23 008,333800,SOLIDARIDAD,QUINTANA ROO,109.0,18.0,56.0,183.0,54.82324745356501,23.08.0,32.65428400239664,5.392450569203116,15309234286.579317,1404.5169070256254
30172,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,172.0,Texistepec,Valor,37.81769030003056,22.953055320433783,11.211084248946175,TEXISTEPEC,Valor,28172.0809575707,30 172,19925,TEXISTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,4.0,3.0,4.0,11.0,55.20702634880803,30.0172.0,20.075282308657464,15.0564617314931,561328713.0795962,1403.3217826989903
21033,21.0,PUEBLA,33.0,Cohuecan,Valor,27.173864555677792,14.193676022813632,8.072971998436463,COHUECAN,Valor,25882.3017489505,21 033,5403,COHUECAN,PUEBLA,1.0,1.0,0.0,2.0,37.016472330186936,21.033.0,18.508236165093468,18.508236165093468,139842076.34957954,1398.4207634957954
21112,21.0,PUEBLA,112.0,Petlalcingo,Valor,20.331988503572283,18.133750688923747,9.843257547975814,PETLALCINGO,Valor,29697.0857705385,21 112,9350,PETLALCINGO,PUEBLA,2.0,1.0,2.0,5.0,53.475935828877006,21.0112.0,21.390374331550802,10.695187165775401,277667751.95453495,1388.3387597726748
20452,20.0,OAXACA,452.0,Santiago Apóstol,Valor,18.630044456883972,18.623903560033078,11.049396413443798,SANTIAGO APÓSTOL,Valor,31368.7580863794,20 452,4421,SANTIAGO APÓSTOL,OAXACA,1.0,0.0,1.0,2.0,45.238633793259446,20.0452.0,22.619316896629723,0.0,138681279.49988332,1386.8127949988332
20554,20.0,OAXACA,554.0,Totontepec Villa de Morelos,Valor,18.797770530104785,16.683196150217203,9.240162773893895,TOTONTEPEC VILLA DE MORELOS,Valor,23430.1674028971,20 554,5904,TOTONTEPEC VILLA DE MORELOS,OAXACA,1.0,1.0,0.0,2.0,33.87533875338753,20.0554.0,16.937669376693766,16.937669376693766,138331708.34670448,1383.3170834670448
21210,21.0,PUEBLA,210.0,Zapotitlán de Méndez,Valor,32.44068766342428,16.191612692557058,8.526258163335518,ZAPOTITLÁN DE MÉNDEZ,Valor,24373.6397449816,21 210,5675,ZAPOTITLÁN DE MÉNDEZ,PUEBLA,1.0,2.0,2.0,5.0,88.1057268722467,21.0210.0,17.62114537444934,35.24229074889868,138320405.55277058,1383.2040555277058
26014,26.0,SONORA,14.0,Baviácora,Valor,46.44123916215333,28.29942391538963,13.389434742395942,BAVIÁCORA,Valor,43160.4181696938,26 014,3191,BAVIÁCORA,SONORA,1.0,0.0,1.0,2.0,62.676277029144465,26.014.0,31.338138514572233,0.0,137724894.37949294,1377.2489437949293
16009,16.0,MICHOACÁN DE OCAMPO,9.0,Ario,Valor,31.02447784974466,19.185528784837945,9.256601068799686,ARIO,Valor,41755.6936203597,16 009,36268,ARIO,MICHOACÁN DE OCAMPO,11.0,7.0,6.0,24.0,66.1740377192015,16.09.0,30.329767287967353,19.30076100143377,1514395496.2232056,1376.7231783847324
12015,12.0,GUERRERO,15.0,Buenavista de Cuéllar,Valor,33.62078922049707,23.11163427499324,11.39735088078058,BUENAVISTA DE CUÉLLAR,Valor,31634.18299551,12 015,12982,BUENAVISTA DE CUÉLLAR,GUERRERO,3.0,2.0,5.0,10.0,77.02973347712216,12.015.0,23.108920043136653,15.405946695424435,410674963.6477108,1368.9165454923693
07081,7.0,CHIAPAS,81.0,Simojovel,Valor,25.508614300837472,9.851997775209288,5.846409896585342,SIMOJOVEL,Valor,20655.519396698,07 081,52935,SIMOJOVEL,CHIAPAS,8.0,3.0,9.0,20.0,37.782185699442714,7.081.0,15.112874279777085,5.667327854916407,1093399919.2642086,1366.7498990802608
30171,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,171.0,Texhuacán,Valor,31.245978884059078,18.79030583278582,8.787938962401089,TEXHUACÁN,Valor,24427.0583706444,30 171,5575,TEXHUACÁN,VERACRUZ DE IGNACIO DE LA LLAVE,1.0,0.0,0.0,1.0,17.937219730941703,30.0171.0,17.937219730941703,0.0,136180850.41634253,1361.8085041634254
30045,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,45.0,Cosamaloapan de Carpio,Valor,40.31998831800082,25.71468150419419,15.486045882860216,COSAMALOAPAN DE CARPIO,Valor,39784.3396484671,30 045,54737,COSAMALOAPAN DE CARPIO,VERACRUZ DE IGNACIO DE LA LLAVE,16.0,6.0,10.0,32.0,58.46136982297167,30.045.0,29.230684911485834,10.961506841807187,2177675399.338144,1361.0471245863398
16061,16.0,MICHOACÁN DE OCAMPO,61.0,Ocampo,Valor,32.00808023197468,15.46624925835925,7.684300468250407,OCAMPO,Valor,32776.983126477,16 061,24774,OCAMPO,MICHOACÁN DE OCAMPO,6.0,2.0,3.0,11.0,44.40138855251473,16.061.0,24.21893921046258,8.07297973682086,812016979.9753411,1353.3616332922352
21206,21.0,PUEBLA,206.0,Zacapala,Valor,20.845316725318845,18.17938172537068,9.218140147221508,ZACAPALA,Valor,29092.4853410342,21 206,4647,ZACAPALA,PUEBLA,1.0,1.0,0.0,2.0,43.03851947493006,21.0206.0,21.51925973746503,21.51925973746503,135192779.37978593,1351.9277937978593
30062,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,62.0,Chocamán,Valor,39.822882378603936,20.016087620364974,9.738003820768185,CHOCAMÁN,Valor,25920.8870769302,30 062,20839,CHOCAMÁN,VERACRUZ DE IGNACIO DE LA LLAVE,4.0,1.0,5.0,10.0,47.98694755026633,30.062.0,19.19477902010653,4.798694755026633,540165365.7961484,1350.413414490371
30092,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,92.0,Xico,Valor,37.081015288453315,17.575445610393004,11.274470276476828,XICO,Valor,30594.497349074,30 092,39623,XICO,VERACRUZ DE IGNACIO DE LA LLAVE,9.0,5.0,3.0,17.0,42.90437372233299,30.092.0,22.714080205940995,12.618933447744997,1212245768.4623592,1346.9397427359545
16030,16.0,MICHOACÁN DE OCAMPO,30.0,Ecuandureo,Valor,18.856652417843122,23.602351953446483,12.289323905823471,ECUANDUREO,Valor,45454.6638133889,16 030,11850,ECUANDUREO,MICHOACÁN DE OCAMPO,4.0,1.0,7.0,12.0,101.26582278481013,16.030.0,33.755274261603375,8.438818565400844,538637766.1886585,1346.5944154716462
20367,20.0,OAXACA,367.0,Santa Catarina Mechoacán,Valor,35.29487463875379,12.917598214059833,9.359222090280657,SANTA CATARINA MECHOACÁN,Valor,29385.8379026607,20 367,4582,SANTA CATARINA MECHOACÁN,OAXACA,1.0,0.0,1.0,2.0,43.64906154517678,20.0367.0,21.82453077258839,0.0,134645909.26999134,1346.4590926999133
17016,17.0,MORELOS,16.0,Ocuituco,Valor,33.61830591682096,15.051018669943304,12.454272786501122,OCUITUCO,Valor,28009.637056459,17 016,19219,OCUITUCO,MORELOS,4.0,4.0,9.0,17.0,88.45413392996514,17.016.0,20.812737395285914,20.812737395285914,538317214.5880855,1345.7930364702138
23003,23.0,QUINTANA ROO,3.0,Isla Mujeres,Valor,56.82420165915225,13.008150378093578,8.447078285009407,ISLA MUJERES,Valor,35559.9637710198,23 003,22686,ISLA MUJERES,QUINTANA ROO,6.0,0.0,1.0,7.0,30.856034558758708,23.03.0,26.44802962179318,0.0,806713338.1093552,1344.5222301822587
13042,13.0,HIDALGO,42.0,Molango de Escamilla,Valor,30.02520282199924,20.33283786786401,11.983856603859865,MOLANGO DE ESCAMILLA,Valor,34803.9188490675,13 042,11578,MOLANGO DE ESCAMILLA,HIDALGO,3.0,4.0,6.0,13.0,112.28191397477975,13.042.0,25.911210917256863,34.548281223009155,402959772.4345035,1343.199241448345
15030,15.0,MÉXICO,30.0,Chiconcuac,Valor,36.402141424724604,16.23088228365567,9.978417909396972,CHICONCUAC,Valor,48444.5453647303,15 030,27692,CHICONCUAC,MÉXICO,10.0,9.0,5.0,24.0,86.66762964032934,15.030.0,36.111512350137225,32.5003611151235,1341526350.2401116,1341.5263502401117
16078,16.0,MICHOACÁN DE OCAMPO,78.0,Santa Ana Maya,Valor,24.162784167190058,22.087357728014695,11.020159057798496,SANTA ANA MAYA,Valor,41877.261268729,16 078,12812,SANTA ANA MAYA,MICHOACÁN DE OCAMPO,4.0,4.0,3.0,11.0,85.85700905401185,16.078.0,31.220730565095224,31.220730565095224,536531471.37495595,1341.32867843739
20033,20.0,OAXACA,33.0,Guadalupe Etla,Valor,32.780705762483734,19.520141323950465,9.012773565608994,GUADALUPE ETLA,Valor,45764.111538888,20 033,2929,GUADALUPE ETLA,OAXACA,1.0,1.0,0.0,2.0,68.28269033799931,20.033.0,34.141345168999656,34.141345168999656,134043082.69740295,1340.4308269740295
31052,31.0,YUCATÁN,52.0,Motul,Valor,42.728781647786995,19.670936495271235,10.982321029308828,MOTUL,Valor,35415.4366715818,31 052,37804,MOTUL,YUCATÁN,10.0,1.0,0.0,11.0,29.097450005290447,31.052.0,26.452227277536768,2.645222727753677,1338845167.9324784,1338.8451679324785
30028,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,28.0,Boca del Río,Valor,37.79736232900129,22.207427125658697,11.715580781668779,BOCA DEL RÍO,Valor,51827.0623103241,30 028,144550,BOCA DEL RÍO,VERACRUZ DE IGNACIO DE LA LLAVE,56.0,12.0,16.0,84.0,58.11138014527845,30.028.0,38.7409200968523,8.301625735039778,7491601856.957349,1337.7860458852408
31089,31.0,YUCATÁN,89.0,Ticul,Valor,42.27599402217145,18.806914625023158,10.699927646629048,TICUL,Valor,36324.1369272206,31 089,40495,TICUL,YUCATÁN,11.0,0.0,1.0,12.0,29.633288060254355,31.089.0,27.16384738856649,0.0,1470945924.867798,1337.2235680616345
30095,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,95.0,Juchique de Ferrer,Valor,36.62263243657619,24.70202146326056,13.178303410206146,JUCHIQUE DE FERRER,Valor,26587.3334479748,30 095,15059,JUCHIQUE DE FERRER,VERACRUZ DE IGNACIO DE LA LLAVE,3.0,5.0,5.0,13.0,86.32711335414038,30.095.0,19.921641543263163,33.20273590543861,400378654.3930525,1334.5955146435083
29015,29.0,TLAXCALA,15.0,Ixtacuixtla de Mariano Matamoros,Valor,33.00530579826133,11.393525364864118,8.709782840967076,IXTACUIXTLA DE MARIANO MATAMOROS,Valor,34234.8784143138,29 015,38970,IXTACUIXTLA DE MARIANO MATAMOROS,TLAXCALA,10.0,6.0,15.0,31.0,79.54837054144214,29.015.0,25.660764690787786,15.396458814472672,1334133211.8058085,1334.1332118058085
30011,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,11.0,Alvarado,Valor,40.740966065323214,26.56568424952982,12.10577131207545,ALVARADO,Valor,27945.1262780667,30 011,57035,ALVARADO,VERACRUZ DE IGNACIO DE LA LLAVE,12.0,8.0,4.0,24.0,42.079424914526165,30.011.0,21.039712457263082,14.026474971508724,1593850277.269534,1328.2085643912785
31006,31.0,YUCATÁN,6.0,Buctzotz,Valor,43.236005330632985,18.51711061900163,11.66423159328591,BUCTZOTZ,Valor,28957.341556155,31 006,9159,BUCTZOTZ,YUCATÁN,2.0,0.0,1.0,3.0,32.754667540124466,31.06.0,21.836445026749647,0.0,265220291.31282362,1326.101456564118
23001,23.0,QUINTANA ROO,1.0,Cozumel,Valor,58.53119632163145,13.392143712526236,8.407649526045246,COZUMEL,Valor,49285.6583540299,23 001,88626,COZUMEL,QUINTANA ROO,33.0,6.0,18.0,57.0,64.3152122402004,23.01.0,37.23512287590549,6.770022341073725,4367990757.284254,1323.6335628134102
29057,29.0,TLAXCALA,57.0,Santa Apolonia Teacalco,Valor,25.45778189562096,16.606148072382865,7.710446986421811,SANTA APOLONIA TEACALCO,Valor,28547.2662257379,29 057,4636,SANTA APOLONIA TEACALCO,TLAXCALA,1.0,3.0,2.0,6.0,129.42191544434857,29.057.0,21.570319240724764,64.71095772217429,132345126.22252092,1323.4512622252091
16089,16.0,MICHOACÁN DE OCAMPO,89.0,Tepalcatepec,Valor,38.54903645099714,17.56700055646373,10.404267652093433,TEPALCATEPEC,Valor,38437.7172391538,16 089,24074,TEPALCATEPEC,MICHOACÁN DE OCAMPO,7.0,11.0,12.0,30.0,124.61576804851707,16.089.0,29.077012544653986,45.69244828445626,925349604.8153886,1321.9280068791265
16065,16.0,MICHOACÁN DE OCAMPO,65.0,Paracho,Valor,26.273537929913388,19.37424229379184,9.265458446997933,PARACHO,Valor,39988.7777672888,16 065,39657,PARACHO,MICHOACÁN DE OCAMPO,12.0,19.0,18.0,49.0,123.5595229089442,16.065.0,30.259474998108782,47.91083541367224,1585834959.9173717,1321.5291332644765
31004,31.0,YUCATÁN,4.0,Baca,Valor,42.942366733126455,21.103329081021233,11.173350288251264,BACA,Valor,42573.1079005067,31 004,6195,BACA,YUCATÁN,2.0,0.0,0.0,2.0,32.28410008071025,31.04.0,32.28410008071025,0.0,263740403.443639,1318.7020172181951
20312,20.0,OAXACA,312.0,San Pedro Jicayán,Valor,28.203269451225676,15.603194935568284,10.43495085787599,SAN PEDRO JICAYÁN,Valor,23356.7556196673,20 312,11279,SAN PEDRO JICAYÁN,OAXACA,2.0,1.0,2.0,5.0,44.3301711144605,20.0312.0,17.7320684457842,8.8660342228921,263440846.63422748,1317.2042331711375
21153,21.0,PUEBLA,153.0,Tecali de Herrera,Valor,31.781915596829535,14.823768074272417,8.229525029600772,TECALI DE HERRERA,Valor,33388.4752967662,21 153,23625,TECALI DE HERRERA,PUEBLA,6.0,3.0,3.0,12.0,50.79365079365079,21.0153.0,25.396825396825395,12.698412698412698,788802728.8861015,1314.6712148101692
16084,16.0,MICHOACÁN DE OCAMPO,84.0,Tangamandapio,Valor,26.297098469038993,16.300035427609092,9.247975385147608,TANGAMANDAPIO,Valor,37298.5946373916,16 084,31716,TANGAMANDAPIO,MICHOACÁN DE OCAMPO,9.0,6.0,8.0,23.0,72.51860259805777,16.084.0,28.37684449489217,18.917896329928112,1182962227.519512,1314.40247502168
31002,31.0,YUCATÁN,2.0,Acanceh,Valor,45.52688691347701,18.19675112350619,11.0496116533101,ACANCEH,Valor,39127.8869727132,31 002,16772,ACANCEH,YUCATÁN,5.0,1.0,0.0,6.0,35.77390889577868,31.02.0,29.81159074648223,5.962318149296446,656252920.3063457,1312.5058406126914
21171,21.0,PUEBLA,171.0,Tepeyahualco de Cuauhtémoc,Valor,28.397200274103827,16.19299977277097,7.667821311841017,TEPEYAHUALCO DE CUAUHTÉMOC,Valor,34060.3583845696,21 171,3851,TEPEYAHUALCO DE CUAUHTÉMOC,PUEBLA,1.0,0.0,3.0,4.0,103.8691249026227,21.0171.0,25.967281225655675,0.0,131166440.13897751,1311.664401389775
20502,20.0,OAXACA,502.0,Santiago Zacatepec,Valor,30.77583192629846,15.974938284654472,9.79350055175293,SANTIAGO ZACATEPEC,Valor,25745.4708019663,20 502,5089,SANTIAGO ZACATEPEC,OAXACA,1.0,0.0,0.0,1.0,19.650225977598744,20.0502.0,19.650225977598744,0.0,131018700.91120651,1310.1870091120652
20519,20.0,OAXACA,519.0,Santo Domingo Tomaltepec,Valor,34.20098597953972,17.122912392882977,10.039652454228326,SANTO DOMINGO TOMALTEPEC,Valor,38646.0119793338,20 519,3386,SANTO DOMINGO TOMALTEPEC,OAXACA,1.0,0.0,0.0,1.0,29.533372711163615,20.0519.0,29.533372711163615,0.0,130855396.56202425,1308.5539656202425
23004,23.0,QUINTANA ROO,4.0,Othón P. Blanco,Valor,48.50595799829283,16.321724628761004,9.15050975517366,OTHÓN P. BLANCO,Valor,47567.3432992536,23 004,233648,OTHÓN P. BLANCO,QUINTANA ROO,85.0,11.0,12.0,108.0,46.22337875778949,23.04.0,36.37951105937137,4.707936725330412,11114014627.184006,1307.5311326098831
15066,15.0,MÉXICO,66.0,Otzoloapan,Valor,31.825335041826413,20.263720594839402,8.264905574333792,OTZOLOAPAN,Valor,26726.4993968086,15 066,4891,OTZOLOAPAN,MÉXICO,1.0,3.0,0.0,4.0,81.78286648947045,15.066.0,20.445716622367613,61.337149867102845,130719308.54979086,1307.1930854979087
21048,21.0,PUEBLA,48.0,Chiautzingo,Valor,29.86329343377451,15.976586803743473,9.645081097649257,CHIAUTZINGO,Valor,29624.8415060606,21 048,22039,CHIAUTZINGO,PUEBLA,5.0,2.0,6.0,13.0,58.98634239303054,21.048.0,22.687054766550204,9.074821906620082,652901881.9520695,1305.803763904139
15107,15.0,MÉXICO,107.0,Tonatico,Valor,34.0128625461498,21.98027259144916,11.21851884899408,TONATICO,Valor,40447.4690342825,15 107,12912,TONATICO,MÉXICO,4.0,2.0,5.0,11.0,85.19206939281288,15.0107.0,30.97893432465923,15.489467162329616,522257720.1706556,1305.6443004266391
30176,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,176.0,Tlacojalpan,Valor,37.93817800614489,24.62778652089858,10.969809153495342,TLACOJALPAN,Valor,29020.9560577504,30 176,4489,TLACOJALPAN,VERACRUZ DE IGNACIO DE LA LLAVE,1.0,0.0,1.0,2.0,44.55335263978615,30.0176.0,22.276676319893074,0.0,130275071.74324155,1302.7507174324155
31102,31.0,YUCATÁN,102.0,Valladolid,Valor,48.7032745690062,17.01776325118687,9.525466204580132,VALLADOLID,Valor,36574.2647326747,31 102,85460,VALLADOLID,YUCATÁN,24.0,5.0,7.0,36.0,42.124970746548094,31.0102.0,28.083313831032065,5.850690381465013,3125636664.05438,1302.3486100226582
12017,12.0,GUERRERO,17.0,Cocula,Valor,33.8862750235,22.850004874332967,12.223514723574542,COCULA,Valor,33331.9687028483,12 017,15579,COCULA,GUERRERO,4.0,2.0,5.0,11.0,70.60786956800821,12.017.0,25.67558893382117,12.837794466910585,519278740.4216737,1298.1968510541842
16013,16.0,MICHOACÁN DE OCAMPO,13.0,Carácuaro,Valor,34.30470583273799,19.607288832581773,9.360162173027062,CARÁCUARO,Valor,28250.9633348753,16 013,9176,CARÁCUARO,MICHOACÁN DE OCAMPO,2.0,1.0,4.0,7.0,76.28596338273758,16.013.0,21.795989537925024,10.897994768962512,259230839.56081575,1296.1541978040786
30136,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,136.0,Rafael Lucio,Valor,36.30948775273884,16.896780683411574,8.586450573156025,RAFAEL LUCIO,Valor,31040.2184328982,30 136,8343,RAFAEL LUCIO,VERACRUZ DE IGNACIO DE LA LLAVE,2.0,1.0,0.0,3.0,35.95828838547285,30.0136.0,23.972192256981902,11.986096128490951,258968542.38566968,1294.8427119283483
20516,20.0,OAXACA,516.0,Santo Domingo Teojomulco,Valor,23.648288872418544,15.36368409959236,7.9577411788355095,SANTO DOMINGO TEOJOMULCO,Valor,24485.405555933,20 516,5260,SANTO DOMINGO TEOJOMULCO,OAXACA,1.0,0.0,1.0,2.0,38.02281368821293,20.0516.0,19.011406844106464,0.0,128793233.22420758,1287.9323322420757
20545,20.0,OAXACA,545.0,Teotitlán de Flores Magón,Valor,32.882383492732856,17.87429470606561,9.117374606690277,TEOTITLÁN DE FLORES MAGÓN,Valor,38233.6690480287,20 545,10099,TEOTITLÁN DE FLORES MAGÓN,OAXACA,3.0,1.0,3.0,7.0,69.31379344489554,20.0545.0,29.7059114763838,9.901970492127933,386121823.71604186,1287.0727457201397
07033,7.0,CHIAPAS,33.0,Francisco León,Valor,27.93488628044557,13.731260040027056,6.871050695391409,FRANCISCO LEÓN,Valor,17737.723985961,07 033,7245,FRANCISCO LEÓN,CHIAPAS,1.0,0.0,0.0,1.0,13.802622498274673,7.033.0,13.802622498274673,0.0,128509810.27828746,1285.0981027828745
13070,13.0,HIDALGO,70.0,Tlahuelilpan,Valor,30.36074041321602,19.157136585282235,12.045665671696051,TLAHUELILPAN,Valor,40322.0602056186,13 070,19067,TLAHUELILPAN,HIDALGO,6.0,4.0,9.0,19.0,99.6486075418262,13.070.0,31.467981328997748,20.97865421933183,768820721.94053,1281.3678699008833
30026,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,26.0,Banderilla,Valor,37.25312212829194,22.243523029484923,10.028699074485361,BANDERILLA,Valor,34477.8341060653,30 026,25993,BANDERILLA,VERACRUZ DE IGNACIO DE LA LLAVE,7.0,3.0,4.0,14.0,53.860654791674676,30.026.0,26.930327395837338,11.541568883930289,896182341.9189552,1280.2604884556504
20348,20.0,OAXACA,348.0,San Sebastián Tecomaxtlahuaca,Valor,24.79891006124513,18.860405494534458,10.859130845267716,SAN SEBASTIÁN TECOMAXTLAHUACA,Valor,31176.5824620692,20 348,8192,SAN SEBASTIÁN TECOMAXTLAHUACA,OAXACA,2.0,0.0,1.0,3.0,36.62109375,20.0348.0,24.4140625,0.0,255398563.5292709,1276.9928176463545
30071,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,71.0,Huatusco,Valor,35.95375309469651,21.516894624513093,10.223837687438548,HUATUSCO,Valor,31846.8316738913,30 071,59920,HUATUSCO,VERACRUZ DE IGNACIO DE LA LLAVE,15.0,12.0,14.0,41.0,68.42456608811749,30.071.0,25.033377837116156,20.026702269692922,1908262153.899567,1272.174769266378
17003,17.0,MORELOS,3.0,Axochiapan,Valor,37.32771309000047,12.009329999963187,13.270695785434027,AXOCHIAPAN,Valor,32446.9408413733,17 003,39174,AXOCHIAPAN,MORELOS,10.0,9.0,9.0,28.0,71.47597896564048,17.03.0,25.5271353448716,22.974421810384438,1271076460.5199575,1271.0764605199574
20190,20.0,OAXACA,190.0,San Juan Cotzocón,Valor,28.663438897273146,16.830924341253024,11.488700020811264,SAN JUAN COTZOCÓN,Valor,28314.0242349973,20 190,22444,SAN JUAN COTZOCÓN,OAXACA,5.0,1.0,5.0,11.0,49.01087150240599,20.0190.0,22.277668864729993,4.455533772945999,635479959.9302794,1270.9599198605588
30003,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,3.0,Acayucan,Valor,35.67517980007717,26.499825627567017,11.55618727203706,ACAYUCAN,Valor,36135.2858972244,30 003,80815,ACAYUCAN,VERACRUZ DE IGNACIO DE LA LLAVE,23.0,7.0,17.0,47.0,58.15752026232753,30.03.0,28.460063107096456,8.661758336942398,2920273129.7841897,1269.6839694713867
30161,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,161.0,Tempoal,Valor,38.12017590072486,25.141404763923674,11.683903028394868,TEMPOAL,Valor,29459.6322274159,30 161,34408,TEMPOAL,VERACRUZ DE IGNACIO DE LA LLAVE,8.0,3.0,2.0,13.0,37.78191118344571,30.0161.0,23.250406882120437,8.718902580795163,1013647025.6809262,1267.0587821011577
16001,16.0,MICHOACÁN DE OCAMPO,1.0,Acuitzio,Valor,28.89884272357353,18.795967328871964,8.930600333295182,ACUITZIO,Valor,44698.3491286182,16 001,11301,ACUITZIO,MICHOACÁN DE OCAMPO,4.0,5.0,2.0,11.0,97.33651889213344,16.01.0,35.39509777895761,44.24387222369702,505136043.5025143,1262.8401087562856
16064,16.0,MICHOACÁN DE OCAMPO,64.0,Parácuaro,Valor,38.448286717142416,15.942292753379856,9.648434894657758,PARÁCUARO,Valor,32916.9997931378,16 064,26832,PARÁCUARO,MICHOACÁN DE OCAMPO,7.0,0.0,9.0,16.0,59.63029218843172,16.064.0,26.08825283243888,0.0,883228938.4494735,1261.7556263563906
26001,26.0,SONORA,1.0,Aconchi,Valor,48.331681150961806,24.9262219593722,12.562414376414278,ACONCHI,Valor,49170.6690190736,26 001,2563,ACONCHI,SONORA,1.0,1.0,2.0,4.0,156.06710885680843,26.01.0,39.01677721420211,39.01677721420211,126024424.69588563,1260.2442469588564
29027,29.0,TLAXCALA,27.0,Tenancingo,Valor,34.3134493632094,14.67566664063401,12.068856736587,TENANCINGO,Valor,29116.8670118098,29 027,12974,TENANCINGO,TLAXCALA,3.0,4.0,5.0,12.0,92.49267766301834,29.027.0,23.123169415754585,30.83089255433945,377762232.61122036,1259.2074420374013
21188,21.0,PUEBLA,188.0,Tochimilco,Valor,26.142569613012324,15.141190066623336,11.08506835621415,TOCHIMILCO,Valor,26072.3767277584,21 188,19315,TOCHIMILCO,PUEBLA,4.0,1.0,2.0,7.0,36.24126326689102,21.0188.0,20.709293295366294,5.1773233238415735,503587956.4966535,1258.9698912416338
