Identificador único del municipio,Clave de entidad federativa,Entidad federativa,Clave de municipio o delegación,Municipio o delegación,Estimador_x,Porcentaje de población de 20 años y más con obesidad.,Porcentaje de población de 20 años y más con diagnóstico previo de hipertensión.,Porcentaje de población de 20 años y más con diagnóstico previo de diabetes.,Municipio,Estimador_y,Ingreso Corriente Promedio Trimestral por Hogar 2020,Codigo,Total,municipio,entidad,Big,Medium,Small,Total_Pharmacies,Pharmacy_Density_per_100k,CVEGEO,Big_Pharmacy_Ratio,Medium_Pharmacy_Ratio,Total_Trimestral_Income,Income_per_Big_Pharmacy
13057,13.0,HIDALGO,57.0,Singuilucan,Valor,31.13011276620284,17.44664824854359,12.964578102590057,SINGUILUCAN,Valor,35368.8768290423,13 057,15142,SINGUILUCAN,HIDALGO,2.0,5.0,2.0,9.0,59.437326641130625,13.057.0,13.20829480914014,33.02073702285035,535555532.9453586,2677.777664726793
07026,7.0,CHIAPAS,26.0,Chenalhó,Valor,23.05300850290678,10.922770386878279,6.146346479251574,CHENALHÓ,Valor,16950.6455020542,07 026,47371,CHENALHÓ,CHIAPAS,3.0,9.0,3.0,15.0,31.664942686453738,7.026.0,6.332988537290748,18.998965611872244,802969028.0778096,2676.563426926032
15070,15.0,MÉXICO,70.0,La Paz,Valor,36.076122957343586,13.584094474090609,10.471880270937746,LA PAZ,Valor,45749.4001933015,15 070,304088,LA PAZ,MÉXICO,52.0,91.0,139.0,282.0,92.7363131725027,15.070.0,17.10031306727,29.925547867722504,13911843605.980667,2675.354539611667
26016,26.0,SONORA,16.0,Benjamín Hill,Valor,41.56899485971106,25.833615668187335,12.35621755681533,BENJAMÍN HILL,Valor,53571.6205892785,26 016,4988,BENJAMÍN HILL,SONORA,1.0,1.0,1.0,3.0,60.144346431435444,26.016.0,20.04811547714515,20.04811547714515,267215243.49932116,2672.1524349932115
30013,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,13.0,Naranjos Amatlán,Valor,36.73418645291337,26.38990342705132,11.502815000513134,NARANJOS AMATLÁN,Valor,39755.4334001757,30 013,26843,NARANJOS AMATLÁN,VERACRUZ DE IGNACIO DE LA LLAVE,4.0,13.0,8.0,25.0,93.13415043027977,30.013.0,14.901464068844763,48.42975822374548,1067155098.7609164,2667.887746902291
30206,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,206.0,Nanchital de Lázaro Cárdenas del Río,Valor,41.095386943810496,22.478455772998135,9.946868926474401,NANCHITAL DE LÁZARO CÁRDENAS DEL RÍO,Valor,45543.4707642136,30 206,29209,NANCHITAL DE LÁZARO CÁRDENAS DEL RÍO,VERACRUZ DE IGNACIO DE LA LLAVE,5.0,3.0,10.0,18.0,61.62484165839296,30.0206.0,17.118011571775824,10.270806943065493,1330279237.551915,2660.55847510383
30089,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,89.0,Jáltipan,Valor,37.48624719591146,24.481661321204292,12.366392226050417,JÁLTIPAN,Valor,34378.9173647708,30 089,38669,JÁLTIPAN,VERACRUZ DE IGNACIO DE LA LLAVE,5.0,4.0,6.0,15.0,38.79076262639324,30.089.0,12.930254208797745,10.344203367038196,1329398355.5783222,2658.796711156644
32005,32.0,ZACATECAS,5.0,Calera,Valor,37.692906834029564,16.06036806380473,8.644452558734656,CALERA,Valor,46439.7543133627,32 005,45759,CALERA,ZACATECAS,8.0,5.0,7.0,20.0,43.707248847221315,32.05.0,17.482899538888525,10.926812211805329,2125036717.6251636,2656.2958970314544
15060,15.0,MÉXICO,60.0,Nicolás Romero,Valor,34.94295444367751,16.59490165712981,8.423394919317403,NICOLÁS ROMERO,Valor,44408.8411072173,15 060,430601,NICOLÁS ROMERO,MÉXICO,72.0,90.0,161.0,323.0,75.01143750246749,15.060.0,16.72081579002371,20.90101973752964,19122491389.608875,2655.9015818901216
14043,14.0,JALISCO,43.0,La Huerta,Valor,36.8386618402462,16.951237704203162,8.266458114620427,LA HUERTA,Valor,45599.2870522216,14 043,23258,LA HUERTA,JALISCO,4.0,4.0,9.0,17.0,73.09312924585089,14.043.0,17.198383351964914,17.198383351964914,1060548218.26057,2651.3705456514253
11029,11.0,GUANAJUATO,29.0,San Diego de la Unión,Valor,22.32267356707596,18.39964031444651,9.742568210905654,SAN DIEGO DE LA UNIÓN,Valor,38736.3545611295,11 029,41054,SAN DIEGO DE LA UNIÓN,GUANAJUATO,6.0,4.0,2.0,12.0,29.22979490427242,11.029.0,14.61489745213621,9.743264968090807,1590282300.1526103,2650.4705002543506
15094,15.0,MÉXICO,94.0,Tepetlixpa,Valor,36.74837580894682,17.804526947107465,12.615479235391577,TEPETLIXPA,Valor,38729.6149741187,15 094,20500,TEPETLIXPA,MÉXICO,3.0,8.0,9.0,20.0,97.5609756097561,15.094.0,14.634146341463413,39.02439024390244,793957106.9694333,2646.523689898111
12069,12.0,GUERRERO,69.0,Xalpatláhuac,Valor,18.973099945546586,16.226229596215333,9.778506225312277,XALPATLÁHUAC,Valor,22075.3803756002,12 069,11966,XALPATLÁHUAC,GUERRERO,1.0,0.0,2.0,3.0,25.071034598027744,12.069.0,8.357011532675916,0.0,264154001.57443202,2641.54001574432
13040,13.0,HIDALGO,40.0,La Misión,Valor,25.93680758070435,19.4922118344481,13.385124785243589,LA MISIÓN,Valor,26882.5083816656,13 040,9819,LA MISIÓN,HIDALGO,1.0,1.0,0.0,2.0,20.368672980955292,13.040.0,10.184336490477646,10.184336490477646,263959349.79957452,2639.593497995745
16020,16.0,MICHOACÁN DE OCAMPO,20.0,Cuitzeo,Valor,25.425061674189404,20.218569681532678,12.157832849719442,CUITZEO,Valor,35293.7594213024,16 020,29910,CUITZEO,MICHOACÁN DE OCAMPO,4.0,6.0,7.0,17.0,56.83717820127048,16.020.0,13.373453694416582,20.060180541624874,1055636344.2911547,2639.090860727887
29012,29.0,TLAXCALA,12.0,Españita,Valor,34.11195674240719,14.377689452790037,9.726928024837857,ESPAÑITA,Valor,28010.2612965482,29 012,9416,ESPAÑITA,TLAXCALA,1.0,0.0,2.0,3.0,31.860662701784197,29.012.0,10.620220900594733,0.0,263744620.36829785,2637.4462036829786
14035,14.0,JALISCO,35.0,Encarnación de Díaz,Valor,30.68018350784068,16.250390788238544,8.304469008979426,ENCARNACIÓN DE DÍAZ,Valor,44698.6575079796,14 035,53039,ENCARNACIÓN DE DÍAZ,JALISCO,9.0,10.0,9.0,28.0,52.79134221987594,14.035.0,16.96864571353155,18.854050792812835,2370772095.56573,2634.1912172952557
15020,15.0,MÉXICO,20.0,Coacalco de Berriozábal,Valor,40.54509730238651,18.63054176953539,10.65243567627031,COACALCO DE BERRIOZÁBAL,Valor,55653.1180174618,15 020,293444,COACALCO DE BERRIOZÁBAL,MÉXICO,62.0,64.0,86.0,212.0,72.24547102683988,15.020.0,21.128392470113546,21.809953517536567,16331073563.51606,2634.0441231477516
18018,18.0,NAYARIT,18.0,Tuxpan,Valor,36.4337996192393,22.570578451491563,12.92349046802146,TUXPAN,Valor,52525.2676956362,18 018,30064,TUXPAN,NAYARIT,6.0,2.0,9.0,17.0,56.546035125066524,18.018.0,19.957424161788182,6.652474720596062,1579119648.0016067,2631.866080002678
16015,16.0,MICHOACÁN DE OCAMPO,15.0,Coalcomán de Vázquez Pallares,Valor,33.25886425650329,19.525264687952845,9.758472875750366,COALCOMÁN DE VÁZQUEZ PALLARES,Valor,40128.005783654,16 015,19633,COALCOMÁN DE VÁZQUEZ PALLARES,MICHOACÁN DE OCAMPO,3.0,6.0,6.0,15.0,76.40197626445271,16.015.0,15.280395252890541,30.560790505781082,787833137.5504789,2626.1104585015964
20064,20.0,OAXACA,64.0,Nejapa de Madero,Valor,30.568355038531852,17.60095975345098,9.760264410967284,NEJAPA DE MADERO,Valor,30885.632507745,20 064,8494,NEJAPA DE MADERO,OAXACA,1.0,1.0,0.0,2.0,23.54603249352484,20.064.0,11.77301624676242,11.77301624676242,262342562.52078602,2623.4256252078603
30158,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,158.0,Tecolutla,Valor,38.131982990652084,24.393666576196374,12.175525988477517,TECOLUTLA,Valor,32051.5357052698,30 158,24551,TECOLUTLA,VERACRUZ DE IGNACIO DE LA LLAVE,3.0,4.0,7.0,14.0,57.024153802289106,30.0158.0,12.219461529061954,16.292615372082604,786897253.1000788,2622.9908436669293
17021,17.0,MORELOS,21.0,Tetecala,Valor,34.61866945818369,19.592229063164595,15.147241444098205,TETECALA,Valor,34429.9823898168,17 021,7617,TETECALA,MORELOS,1.0,2.0,4.0,7.0,91.89969804384928,17.021.0,13.12852829197847,26.25705658395694,262253175.86323458,2622.531758632346
20242,20.0,OAXACA,242.0,San Martín Peras,Valor,24.739409258909593,13.3901435758257,8.17825246873666,SAN MARTÍN PERAS,Valor,21079.0737556212,20 242,12436,SAN MARTÍN PERAS,OAXACA,1.0,0.0,0.0,1.0,8.041170794467675,20.0242.0,8.041170794467675,0.0,262139361.22490525,2621.3936122490527
12039,12.0,GUERRERO,39.0,Juan R. Escudero,Valor,34.93832447539181,18.25379284887874,11.676572873019568,JUAN R. ESCUDERO,Valor,30137.8294086248,12 039,26093,JUAN R. ESCUDERO,GUERRERO,3.0,1.0,6.0,10.0,38.324454834629975,12.039.0,11.497336450388993,3.8324454834629975,786386382.7592468,2621.287942530823
30048,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,48.0,Cosoleacaque,Valor,41.29541858427,24.3597132838903,10.465117988965977,COSOLEACAQUE,Valor,32036.1307003732,30 048,130903,COSOLEACAQUE,VERACRUZ DE IGNACIO DE LA LLAVE,16.0,6.0,23.0,45.0,34.376599466780746,30.048.0,12.222790921522042,4.583546595570766,4193625617.070953,2621.0160106693456
30034,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,34.0,Cerro Azul,Valor,38.16230813249576,27.2122027908632,12.918862165127711,CERRO AZUL,Valor,41868.344091459,30 034,25011,CERRO AZUL,VERACRUZ DE IGNACIO DE LA LLAVE,4.0,7.0,7.0,18.0,71.96833393306945,30.034.0,15.992963096237656,27.987685418415897,1047169154.0714811,2617.922885178703
30029,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,29.0,Calcahualco,Valor,31.20334335617882,18.23384998314362,10.220255778251449,CALCAHUALCO,Valor,19099.2992823556,30 029,13701,CALCAHUALCO,VERACRUZ DE IGNACIO DE LA LLAVE,1.0,1.0,1.0,3.0,21.89621195533173,30.029.0,7.2987373184439095,7.2987373184439095,261679499.4675541,2616.794994675541
28033,28.0,TAMAULIPAS,33.0,Río Bravo,Valor,48.53780367847266,19.159498696083972,12.935417224056103,RÍO BRAVO,Valor,47371.9289713783,28 033,132484,RÍO BRAVO,TAMAULIPAS,24.0,27.0,37.0,88.0,66.42311524410495,28.033.0,18.115395066574077,20.379819449895837,6276022637.844083,2615.0094324350343
04005,4.0,CAMPECHE,5.0,Hecelchakán,Valor,41.262507544341446,20.291567665348747,13.09113007995136,HECELCHAKÁN,Valor,32766.3231009335,04 005,31917,HECELCHAKÁN,CAMPECHE,4.0,5.0,3.0,12.0,37.59751856377479,4.05.0,12.53250618792493,15.665632734906161,1045802734.4124945,2614.506836031236
20407,20.0,OAXACA,407.0,Santa María Chimalapa,Valor,28.33116719895015,21.241398008449394,23.28286662564765,SANTA MARÍA CHIMALAPA,Valor,27259.0469288793,20 407,9578,SANTA MARÍA CHIMALAPA,OAXACA,1.0,0.0,0.0,1.0,10.440593025683858,20.0407.0,10.440593025683858,0.0,261087151.48480594,2610.8715148480596
29053,29.0,TLAXCALA,53.0,San Juan Huactzinco,Valor,29.05136756832436,15.336915449429803,7.682813098068343,SAN JUAN HUACTZINCO,Valor,33959.2100969585,29 053,7688,SAN JUAN HUACTZINCO,TLAXCALA,1.0,1.0,3.0,5.0,65.03642039542143,29.053.0,13.007284079084288,13.007284079084288,261078407.22541696,2610.7840722541696
20021,20.0,OAXACA,21.0,Cosolapa,Valor,37.3616903991534,16.158712961667497,12.637155408515426,COSOLAPA,Valor,36037.9055145501,20 021,14488,COSOLAPA,OAXACA,2.0,4.0,2.0,8.0,55.21811154058532,20.021.0,13.80452788514633,27.60905577029266,522117175.0948018,2610.585875474009
15046,15.0,MÉXICO,46.0,Jilotzingo,Valor,32.911540161534134,16.636391519177405,8.268486780556527,JILOTZINGO,Valor,39386.7597284346,15 046,19877,JILOTZINGO,MÉXICO,3.0,1.0,9.0,13.0,65.40222367560497,15.046.0,15.09282084821653,5.030940282738844,782890623.1220945,2609.635410406982
15018,15.0,MÉXICO,18.0,Calimaya,Valor,35.47314867827413,18.189971878582863,8.787613985271802,CALIMAYA,Valor,41899.7465512959,15 018,68489,CALIMAYA,MÉXICO,11.0,11.0,6.0,28.0,40.88247747813518,15.018.0,16.060973294981675,16.060973294981675,2869671741.551705,2608.7924923197315
09007,9.0,CIUDAD DE MÉXICO,7.0,Iztapalapa,Valor,35.70035136903216,19.613425809462523,12.757870653934555,IZTAPALAPA,Valor,57596.4116109803,09 007,1835486,IZTAPALAPA,CIUDAD DE MÉXICO,406.0,449.0,699.0,1554.0,84.66422516979155,9.07.0,22.11948225156716,24.46218603683166,105717407162.19179,2603.877023699305
15118,15.0,MÉXICO,118.0,Zinacantepec,Valor,34.61306545597118,17.24459519900945,8.275758174051033,ZINACANTEPEC,Valor,45973.7695986586,15 118,203872,ZINACANTEPEC,MÉXICO,36.0,20.0,27.0,83.0,40.711819180662374,15.0118.0,17.658138439805366,9.810076911002982,9372764355.617725,2603.545654338257
14041,14.0,JALISCO,41.0,Huejúcar,Valor,24.530506906914074,22.217250927958187,8.374427734314601,HUEJÚCAR,Valor,43887.3321635347,14 041,5920,HUEJÚCAR,JALISCO,1.0,0.0,3.0,4.0,67.56756756756756,14.041.0,16.89189189189189,0.0,259813006.40812543,2598.130064081254
20188,20.0,OAXACA,188.0,San Juan Colorado,Valor,25.85244370146544,15.918021533438148,9.790492004957546,SAN JUAN COLORADO,Valor,27036.8975349898,20 188,9609,SAN JUAN COLORADO,OAXACA,1.0,2.0,4.0,7.0,72.84837131855552,20.0188.0,10.406910188365075,20.81382037673015,259797548.41371697,2597.9754841371696
25001,25.0,SINALOA,1.0,Ahome,Valor,39.781422103876025,16.08623232698477,9.913608925906107,AHOME,Valor,58251.0028204228,25 001,459310,AHOME,SINALOA,103.0,52.0,51.0,206.0,44.849883520933574,25.01.0,22.424941760466787,11.321329820818184,26755268105.448395,2597.5988451891644
04010,4.0,CAMPECHE,10.0,Calakmul,Valor,36.80811544114987,16.18471149176748,11.100916162110554,CALAKMUL,Valor,24555.4935062183,04 010,31714,CALAKMUL,CAMPECHE,3.0,1.0,5.0,9.0,28.37863404174812,4.010.0,9.459544680582708,3.153181560194236,778752921.0562072,2595.843070187357
12081,12.0,GUERRERO,81.0,Iliatenco,Valor,19.303996014505913,16.67951810418006,8.606969365185805,ILIATENCO,Valor,22224.6569507655,12 081,11679,ILIATENCO,GUERRERO,1.0,1.0,2.0,4.0,34.24950766332734,12.081.0,8.562376915831836,8.562376915831836,259561768.52799028,2595.6176852799026
18012,18.0,NAYARIT,12.0,San Blas,Valor,49.88612409008512,14.8703174937951,11.385852668123547,SAN BLAS,Valor,43745.5229975665,18 012,41518,SAN BLAS,NAYARIT,7.0,6.0,8.0,21.0,50.58047112095959,18.012.0,16.86015704031986,14.451563177417023,1816226623.8129659,2594.6094625899514
13016,13.0,HIDALGO,16.0,Cuautepec de Hinojosa,Valor,28.45674405592996,16.027317786317724,12.106047922985026,CUAUTEPEC DE HINOJOSA,Valor,34316.9049833532,13 016,60421,CUAUTEPEC DE HINOJOSA,HIDALGO,8.0,16.0,11.0,35.0,57.926879727247155,13.016.0,13.240429651942206,26.48085930388441,2073461715.9991834,2591.8271449989793
20505,20.0,OAXACA,505.0,Santo Domingo Ingenio,Valor,38.97172197738424,21.921436672987088,11.91636262762611,SANTO DOMINGO INGENIO,Valor,33664.3514814302,20 505,7681,SANTO DOMINGO INGENIO,OAXACA,1.0,2.0,4.0,7.0,91.13396693138915,20.0505.0,13.019138133055591,26.038276266111183,258575883.72886539,2585.758837288654
13056,13.0,HIDALGO,56.0,Santiago Tulantepec de Lugo Guerrero,Valor,32.64791556048158,18.088479348279733,15.897266900077152,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Valor,32668.7240737492,13 056,39561,SANTIAGO TULANTEPEC DE LUGO GUERRERO,HIDALGO,5.0,4.0,11.0,20.0,50.55483936199793,13.056.0,12.638709840499482,10.110967872399586,1292407393.081592,2584.814786163184
27004,27.0,TABASCO,4.0,Centro,Valor,52.691426819411966,21.951624102856993,13.349047966975588,CENTRO,Valor,52903.3058985456,27 004,683607,CENTRO,TABASCO,140.0,56.0,77.0,273.0,39.935225941220615,27.04.0,20.479603046779804,8.19184121871192,36165070235.38706,2583.2193025276474
30103,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,103.0,Mecatlán,Valor,33.795566473970005,16.049753893646866,10.47016635043961,MECATLÁN,Valor,20161.3124009019,30 103,12799,MECATLÁN,VERACRUZ DE IGNACIO DE LA LLAVE,1.0,4.0,1.0,6.0,46.87866239549965,30.0103.0,7.8131103992499416,31.252441596999766,258044637.41914344,2580.446374191434
15112,15.0,MÉXICO,112.0,Villa del Carbón,Valor,33.96821295205639,16.28277705010696,8.447765323520654,VILLA DEL CARBÓN,Valor,34984.5101944917,15 112,51498,VILLA DEL CARBÓN,MÉXICO,7.0,9.0,3.0,19.0,36.8946366849198,15.0112.0,13.592760883917823,17.476406850751484,1801632305.9959333,2573.7604371370476
16076,16.0,MICHOACÁN DE OCAMPO,76.0,Sahuayo,Valor,33.57077010116119,19.032129083045266,10.89072594193147,SAHUAYO,Valor,49116.8180510404,16 076,78477,SAHUAYO,MICHOACÁN DE OCAMPO,15.0,22.0,30.0,67.0,85.37533290008537,16.076.0,19.113880500019114,28.033691400028037,3854540530.1914973,2569.693686794332
11008,11.0,GUANAJUATO,8.0,Manuel Doblado,Valor,26.51954703329112,18.849929114901936,10.410591672278999,MANUEL DOBLADO,Valor,37379.2454916084,11 008,41240,MANUEL DOBLADO,GUANAJUATO,6.0,1.0,1.0,8.0,19.398642095053347,11.08.0,14.548981571290009,2.4248302618816684,1541520084.0739305,2569.2001401232174
21015,21.0,PUEBLA,15.0,Amozoc,Valor,35.94607624910906,12.351151188839717,6.979610747715259,AMOZOC,Valor,38686.6768053389,21 015,125876,AMOZOC,PUEBLA,19.0,30.0,23.0,72.0,57.199148368235406,21.015.0,15.094219708284344,23.832978486764752,4869724129.54884,2563.012699762547
30181,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,181.0,Tlalixcoyan,Valor,39.777408535458314,25.45631320214636,14.090129496546814,TLALIXCOYAN,Valor,33901.6838033395,30 181,37795,TLALIXCOYAN,VERACRUZ DE IGNACIO DE LA LLAVE,5.0,5.0,9.0,19.0,50.271199894165896,30.0181.0,13.229263130043657,13.229263130043657,1281314139.3472166,2562.6282786944334
15019,15.0,MÉXICO,19.0,Capulhuac,Valor,34.558544512424206,18.42860746645884,9.806660709507781,CAPULHUAC,Valor,41640.752695092,15 019,36921,CAPULHUAC,MÉXICO,6.0,10.0,12.0,28.0,75.83759919828823,15.019.0,16.250914113918906,27.084856856531513,1537418230.2554917,2562.3637170924862
20067,20.0,OAXACA,67.0,Oaxaca de Juárez,Valor,36.19465975597348,18.567182924795283,12.377231325802661,OAXACA DE JUÁREZ,Valor,63321.8584814365,20 067,270955,OAXACA DE JUÁREZ,OAXACA,67.0,56.0,80.0,203.0,74.92018969939657,20.067.0,24.727353250539757,20.667638537764574,17157374164.837627,2560.8021141548697
15109,15.0,MÉXICO,109.0,Tultitlán,Valor,39.0087234266556,18.903832415577224,9.199920789458753,TULTITLÁN,Valor,55045.544926747,15 109,516341,TULTITLÁN,MÉXICO,111.0,137.0,171.0,419.0,81.14792356214207,15.0109.0,21.497421277798974,26.53285328881495,28422271713.021473,2560.5650191911236
14094,14.0,JALISCO,94.0,Tequila,Valor,35.40938181241186,14.872768704456762,6.3638653920090125,TEQUILA,Valor,46164.3750071525,14 094,44353,TEQUILA,JALISCO,8.0,7.0,7.0,22.0,49.60205623069466,14.094.0,18.03711135661624,15.782472437039207,2047528524.6922348,2559.4106558652934
20310,20.0,OAXACA,310.0,San Pedro Ixtlahuaca,Valor,36.60128945932753,14.322325231753506,8.692331192421754,SAN PEDRO IXTLAHUACA,Valor,35103.5782280781,20 310,14552,SAN PEDRO IXTLAHUACA,OAXACA,2.0,1.0,3.0,6.0,41.23144584936779,20.0310.0,13.743815283122595,6.871907641561298,510827270.3749925,2554.1363518749627
15088,15.0,MÉXICO,88.0,Tenancingo,Valor,29.37061085374888,16.40987684661865,9.605117505958582,TENANCINGO,Valor,36573.6446347385,15 088,104677,TENANCINGO,MÉXICO,15.0,9.0,19.0,43.0,41.07874700268445,15.088.0,14.329795466052714,8.597877279631629,3828419399.430522,2552.279599620348
15075,15.0,MÉXICO,75.0,San Martín de las Pirámides,Valor,37.62546120051543,18.71266359062206,9.457717701242284,SAN MARTÍN DE LAS PIRÁMIDES,Valor,43610.9409305429,15 075,29182,SAN MARTÍN DE LAS PIRÁMIDES,MÉXICO,5.0,4.0,6.0,15.0,51.40154890000686,15.075.0,17.13384963333562,13.707079706668495,1272654478.235103,2545.308956470206
13041,13.0,HIDALGO,41.0,Mixquiahuala de Juárez,Valor,48.076471895897114,17.813231386440936,17.311318542654284,MIXQUIAHUALA DE JUÁREZ,Valor,43061.5210381141,13 041,47222,MIXQUIAHUALA DE JUÁREZ,HIDALGO,8.0,11.0,13.0,32.0,67.76502477658718,13.041.0,16.941256194146796,23.294227266951847,2033451146.461824,2541.81393307728
32012,32.0,ZACATECAS,12.0,Genaro Codina,Valor,30.512072604447386,16.734676062150175,9.19481362201994,GENARO CODINA,Valor,31071.9774437369,32 012,8168,GENARO CODINA,ZACATECAS,1.0,1.0,0.0,2.0,24.48579823702253,32.012.0,12.242899118511264,12.242899118511264,253795911.760443,2537.95911760443
14122,14.0,JALISCO,122.0,Zapotitlán de Vadillo,Valor,29.633872889845165,17.870890130110045,7.438043871528445,ZAPOTITLÁN DE VADILLO,Valor,33949.4644377553,14 122,7466,ZAPOTITLÁN DE VADILLO,JALISCO,1.0,0.0,2.0,3.0,40.18215912135012,14.0122.0,13.394053040450041,0.0,253466701.49228105,2534.6670149228107
24034,24.0,SAN LUIS POTOSÍ,34.0,San Vicente Tancuayalab,Valor,33.7824503102536,19.142123549828256,10.737173094306316,SAN VICENTE TANCUAYALAB,Valor,33899.7035303982,24 034,14945,SAN VICENTE TANCUAYALAB,SAN LUIS POTOSÍ,2.0,3.0,4.0,9.0,60.22080963532954,24.034.0,13.382402141184343,20.073603211776515,506631069.26180106,2533.1553463090054
32048,32.0,ZACATECAS,48.0,Tlaltenango de Sánchez Román,Valor,33.849991049781494,19.757543123209224,10.272829440852812,TLALTENANGO DE SÁNCHEZ ROMÁN,Valor,46314.4194365588,32 048,27302,TLALTENANGO DE SÁNCHEZ ROMÁN,ZACATECAS,5.0,7.0,11.0,23.0,84.24291260713501,32.048.0,18.313676653725,25.639147315215002,1264476279.4569283,2528.9525589138566
31069,31.0,YUCATÁN,69.0,Sotuta,Valor,43.5824819101327,17.22156088869158,10.162926663144463,SOTUTA,Valor,28120.6290821267,31 069,8967,SOTUTA,YUCATÁN,1.0,0.0,3.0,4.0,44.60800713728114,31.069.0,11.152001784320285,0.0,252157680.9794301,2521.576809794301
30010,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,10.0,Altotonga,Valor,32.44426718872953,18.573346181310878,9.65332242492123,ALTOTONGA,Valor,27445.9089510725,30 010,64234,ALTOTONGA,VERACRUZ DE IGNACIO DE LA LLAVE,7.0,21.0,10.0,38.0,59.15870099947069,30.010.0,10.897655447270916,32.69296634181274,1762960515.563191,2518.51502223313
27003,27.0,TABASCO,3.0,Centla,Valor,49.23824170287774,20.933153788825262,10.561914136123928,CENTLA,Valor,23318.2615293375,27 003,107731,CENTLA,TABASCO,10.0,8.0,10.0,28.0,25.990661926464995,27.03.0,9.282379259451783,7.425903407561426,2512099632.817058,2512.099632817058
15045,15.0,MÉXICO,45.0,Jilotepec,Valor,34.72568530447664,19.112515733512417,9.73117690230668,JILOTEPEC,Valor,48692.7307615035,15 045,87671,JILOTEPEC,MÉXICO,17.0,8.0,19.0,44.0,50.187633310900985,15.045.0,19.39067650648447,9.125024238345633,4268940398.5917735,2511.1414109363373
15049,15.0,MÉXICO,49.0,Joquicingo,Valor,29.532639424114876,17.074161032557438,10.52168777075386,JOQUICINGO,Valor,32540.5174415555,15 049,15428,JOQUICINGO,MÉXICO,2.0,2.0,4.0,8.0,51.85377236193933,15.049.0,12.963443090484832,12.963443090484832,502035103.0883183,2510.1755154415914
13060,13.0,HIDALGO,60.0,Tenango de Doria,Valor,25.407687534900088,17.742135555261054,12.56068908019614,TENANGO DE DORIA,Valor,28668.3488817386,13 060,17503,TENANGO DE DORIA,HIDALGO,2.0,4.0,1.0,7.0,39.99314403245158,13.060.0,11.426612580700452,22.853225161400903,501782110.4770707,2508.9105523853536
24043,24.0,SAN LUIS POTOSÍ,43.0,Tierra Nueva,Valor,23.316845304406957,20.916737819441234,10.967719137323403,TIERRA NUEVA,Valor,31466.1238286698,24 043,7966,TIERRA NUEVA,SAN LUIS POTOSÍ,1.0,2.0,4.0,7.0,87.87346221441125,24.043.0,12.553351744915892,25.106703489831784,250659142.4191836,2506.5914241918363
16100,16.0,MICHOACÁN DE OCAMPO,100.0,Tzintzuntzan,Valor,28.6636514502769,20.271767697565,10.777595454152936,TZINTZUNTZAN,Valor,33557.182814197,16 100,14911,TZINTZUNTZAN,MICHOACÁN DE OCAMPO,2.0,5.0,3.0,10.0,67.06458319361545,16.0100.0,13.41291663872309,33.532291596807724,500371152.94249153,2501.8557647124576
26055,26.0,SONORA,55.0,San Luis Río Colorado,Valor,48.13355372600735,25.162665052937893,13.396205974417141,SAN LUIS RÍO COLORADO,Valor,56551.7937276705,26 055,199021,SAN LUIS RÍO COLORADO,SONORA,45.0,37.0,34.0,116.0,58.28530657568799,26.055.0,22.610679275051375,18.591002959486687,11254994539.47471,2501.1098976610465
17028,17.0,MORELOS,28.0,Xochitepec,Valor,51.966853406742565,16.763844040965665,11.23273579164005,XOCHITEPEC,Valor,40769.7791377929,17 028,73539,XOCHITEPEC,MORELOS,12.0,8.0,10.0,30.0,40.79468037367927,17.028.0,16.31787214947171,10.87858143298114,2998168788.014152,2498.4739900117934
30079,30.0,VERACRUZ DE IGNACIO DE LA LLAVE,79.0,Ixhuacán de los Reyes,Valor,38.8781279571181,18.856844964023285,10.979975191061323,IXHUACÁN DE LOS REYES,Valor,21934.3267432469,30 079,11387,IXHUACÁN DE LOS REYES,VERACRUZ DE IGNACIO DE LA LLAVE,1.0,1.0,0.0,2.0,17.56388864494599,30.079.0,8.781944322472995,8.781944322472995,249766178.62535244,2497.6617862535245
31079,31.0,YUCATÁN,79.0,Tekax,Valor,40.27780687178579,19.336487218787884,9.315119294608515,TEKAX,Valor,33256.1316453039,31 079,45062,TEKAX,YUCATÁN,6.0,0.0,0.0,6.0,13.314988238427057,31.079.0,13.314988238427057,0.0,1498587804.2006845,2497.646340334474
14100,14.0,JALISCO,100.0,Tomatlán,Valor,38.51510232795677,14.051311169549038,7.972136483958559,TOMATLÁN,Valor,41207.3243413918,14 100,36316,TOMATLÁN,JALISCO,6.0,9.0,15.0,30.0,82.6082167639608,14.0100.0,16.521643352792157,24.782465029188234,1496485190.7819848,2494.1419846366416
