Encuesta Nacional de Inclusión Financiera 2021.,
,
conjunto_de_datos_thogar_enif_2021,Información del hogar
conjunto_de_datos_tmodulo_enif_2021,Información de las secciones del módulo
conjunto_de_datos_tsdem_enif_2021,Información de los residentes del hogar
conjunto_de_datos_tvivienda_enif_2021,Características de la vivienda
